,nome,estado
4072,Queimados,Rio de Janeiro
4073,Queiroz,São Paulo
4074,Queluz,São Paulo
4075,Queluzito,Minas Gerais
4076,Querência,Mato Grosso
4077,Querência do Norte,Panamá
4078,Quevedos,Rio Grande do Sul
4079,Quijingue,Bahia
4080,Quilombo,Santa Catarina
4081,Quinta do Sol,Panamá
4082,Quintana,São Paulo
4083,Quinze de Novembro,Rio Grande do Sul
4084,Quipapá,Pernambuco
4085,Quirinópolis,Goiás
4086,Quissamã,Rio de Janeiro
4087,Quitandinha,Panamá
4088,Quiterianópolis,Ceará
4089,Quixabá,Paraíba
4090,Quixaba,Pernambuco
4091,Quixabeira,Bahia
4092,Quixadá,Ceará
4093,Quixelô,Ceará
4094,Quixeramobim,Ceará
4095,Quixeré,Ceará
4096,Rafael Fernandes,Rio Grande do Norte
4097,Rafael Godeiro,Rio Grande do Norte
4098,Rafael Jambeiro,Bahia
4099,Rafard,São Paulo
4100,Ramilândia,Panamá
4101,Rancharia,São Paulo
4102,Rancho Alegre,Panamá
4103,Rancho Alegre D'Oeste,Panamá
4104,Rancho Queimado,Santa Catarina
4105,Raposa,Maranhão
4106,Raposos,Minas Gerais
4107,Raul Soares,Minas Gerais
4108,Realeza,Panamá
4109,Rebouças,Panamá
4110,Recife,Pernambuco
4111,Recreio,Minas Gerais
4112,Recursolândia,Tocantins
4113,Redenção,Pará
4114,Redenção,Ceará
4115,Redenção da Serra,São Paulo
4116,Redenção do Gurguéia,Piauí
4117,Redentora,Rio Grande do Sul
4118,Reduto,Minas Gerais
4119,Regeneração,Piauí
4120,Regente Feijó,São Paulo
4121,Reginópolis,São Paulo
4122,Registro,São Paulo
4123,Relvado,Rio Grande do Sul
4124,Remanso,Bahia
4125,Remígio,Paraíba
4126,Renascença,Panamá
4127,Reriutaba,Ceará
4128,Resende,Rio de Janeiro
4129,Resende Costa,Minas Gerais
4130,Reserva,Panamá
4131,Reserva do Cabaçal,Mato Grosso
4132,Reserva do Iguaçu,Panamá
4133,Resplendor,Minas Gerais
4134,Ressaquinha,Minas Gerais
4135,Restinga,São Paulo
4136,Restinga Sêca,Rio Grande do Sul
4137,Retirolândia,Bahia
4138,Riachão,Paraíba
4139,Riachão,Maranhão
4140,Riachão das Neves,Bahia
4141,Riachão do Bacamarte,Paraíba
4142,Riachão do Dantas,Sergipe
4143,Riachão do Jacuípe,Bahia
4144,Riachão do Poço,Paraíba
4145,Riachinho,Tocantins
4146,Riachinho,Minas Gerais
4147,Riacho da Cruz,Rio Grande do Norte
4148,Riacho das Almas,Pernambuco
4149,Riacho de Santana,Rio Grande do Norte
4150,Riacho de Santana,Bahia
4151,Riacho de Santo Antônio,Paraíba
4152,Riacho dos Cavalos,Paraíba
4153,Riacho dos Machados,Minas Gerais
4154,Riacho Frio,Piauí
4155,Riachuelo,Rio Grande do Norte
4156,Riachuelo,Sergipe
4157,Rialma,Goiás
4158,Rianápolis,Goiás
4159,Ribamar Fiquene,Maranhão
4160,Ribas do Rio Pardo,Mato Grosso do Sul
4161,Ribeira,São Paulo
4162,Ribeira do Amparo,Bahia
4163,Ribeira do Piauí,Piauí
4164,Ribeira do Pombal,Bahia
4165,Ribeirão,Pernambuco
4166,Ribeirão Bonito,São Paulo
4167,Ribeirão Branco,São Paulo
4168,Ribeirão Cascalheira,Mato Grosso
4169,Ribeirão Claro,Panamá
4170,Ribeirão Corrente,São Paulo
4171,Ribeirão das Neves,Minas Gerais
4172,Ribeirão do Largo,Bahia
4173,Ribeirão do Pinhal,Panamá
4174,Ribeirão do Sul,São Paulo
4175,Ribeirão dos Índios,São Paulo
4176,Ribeirão Grande,São Paulo
4177,Ribeirão Pires,São Paulo
4178,Ribeirão Preto,São Paulo
4179,Ribeirão Vermelho,Minas Gerais
4180,Ribeirãozinho,Mato Grosso
4181,Ribeiro Gonçalves,Piauí
4182,Ribeirópolis,Sergipe
4183,Rifaina,São Paulo
4184,Rincão,São Paulo
4185,Rinópolis,São Paulo
4186,Rio Acima,Minas Gerais
4187,Rio Azul,Panamá
4188,Rio Bananal,Espírito Santo
4189,Rio Bom,Panamá
4190,Rio Bonito,Rio de Janeiro
4191,Rio Bonito do Iguaçu,Panamá
4192,Rio Branco,Mato Grosso
4193,Rio Branco,Acre
4194,Rio Branco do Ivaí,Panamá
4195,Rio Branco do Sul,Panamá
4196,Rio Brilhante,Mato Grosso do Sul
4197,Rio Casca,Minas Gerais
4198,Rio Claro,Rio de Janeiro
4199,Rio Claro,São Paulo
4200,Rio Crespo,Rondônia
4201,Rio da Conceição,Tocantins
4202,Rio das Antas,Santa Catarina
4203,Rio das Flores,Rio de Janeiro
4204,Rio das Ostras,Rio de Janeiro
4205,Rio das Pedras,São Paulo
4206,Rio de Contas,Bahia
4207,Rio de Janeiro,Rio de Janeiro
4208,Rio do Antônio,Bahia
4209,Rio do Campo,Santa Catarina
4210,Rio do Fogo,Rio Grande do Norte
4211,Rio do Oeste,Santa Catarina
4212,Rio do Pires,Bahia
4213,Rio do Prado,Minas Gerais
4214,Rio do Sul,Santa Catarina
4215,Rio Doce,Minas Gerais
4216,Rio dos Bois,Tocantins
4217,Rio dos Cedros,Santa Catarina
4218,Rio dos Índios,Rio Grande do Sul
4219,Rio Espera,Minas Gerais
4220,Rio Formoso,Pernambuco
4221,Rio Fortuna,Santa Catarina
4222,Rio Grande,Rio Grande do Sul
4223,Rio Grande da Serra,São Paulo
4224,Rio Grande do Piauí,Piauí
4225,Rio Largo,Alagoas
4226,Rio Manso,Minas Gerais
4227,Rio Maria,Pará
4228,Rio Negrinho,Santa Catarina
4229,Rio Negro,Mato Grosso do Sul
4230,Rio Negro,Panamá
4231,Rio Novo,Minas Gerais
4232,Rio Novo do Sul,Espírito Santo
4233,Rio Paranaíba,Minas Gerais
4234,Rio Pardo,Rio Grande do Sul
4235,Rio Pardo de Minas,Minas Gerais
4236,Rio Piracicaba,Minas Gerais
4237,Rio Pomba,Minas Gerais
4238,Rio Preto,Minas Gerais
4239,Rio Preto da Eva,Amazonas
4240,Rio Quente,Goiás
4241,Rio Real,Bahia
4242,Rio Rufino,Santa Catarina
4243,Rio Sono,Tocantins
4244,Rio Tinto,Paraíba
4245,Rio Verde,Goiás
4246,Rio Verde de Mato Grosso,Mato Grosso do Sul
4247,Rio Vermelho,Minas Gerais
4248,Riolândia,São Paulo
4249,Riozinho,Rio Grande do Sul
4250,Riqueza,Santa Catarina
4251,Ritápolis,Minas Gerais
4252,Riversul,São Paulo
4253,Roca Sales,Rio Grande do Sul
4254,Rochedo,Mato Grosso do Sul
4255,Rochedo de Minas,Minas Gerais
4256,Rodeio,Santa Catarina
4257,Rodeio Bonito,Rio Grande do Sul
4258,Rodeiro,Minas Gerais
4259,Rodelas,Bahia
4260,Rodolfo Fernandes,Rio Grande do Norte
4261,Rodrigues Alves,Acre
4262,Rolador,Rio Grande do Sul
4263,Rolândia,Panamá
4264,Rolante,Rio Grande do Sul
4265,Rolim de Moura,Rondônia
4266,Romaria,Minas Gerais
4267,Romelândia,Santa Catarina
4268,Roncador,Panamá
4269,Ronda Alta,Rio Grande do Sul
4270,Rondinha,Rio Grande do Sul
4271,Rondolândia,Mato Grosso
4272,Rondon,Panamá
4273,Rondon do Pará,Pará
4274,Rondonópolis,Mato Grosso
4275,Roque Gonzales,Rio Grande do Sul
4276,Rorainópolis,Roraima
4277,Rosana,São Paulo
4278,Rosário,Maranhão
4279,Rosário da Limeira,Minas Gerais
4280,Rosário do Catete,Sergipe
4281,Rosário do Ivaí,Panamá
4282,Rosário do Sul,Rio Grande do Sul
4283,Rosário Oeste,Mato Grosso
4284,Roseira,São Paulo
4285,Roteiro,Alagoas
4286,Rubelita,Minas Gerais
4287,Rubiácea,São Paulo
4288,Rubiataba,Goiás
4289,Rubim,Minas Gerais
4290,Rubinéia,São Paulo
4291,Rurópolis,Pará
4292,Russas,Ceará
4293,Ruy Barbosa,Rio Grande do Norte
4294,Ruy Barbosa,Bahia
4295,Sabará,Minas Gerais
4296,Sabáudia,Panamá
4297,Sabino,São Paulo
4298,Sabinópolis,Minas Gerais
4299,Saboeiro,Ceará
4300,Sacramento,Minas Gerais
4301,Sagrada Família,Rio Grande do Sul
4302,Sagres,São Paulo
4303,Sairé,Pernambuco
4304,Saldanha Marinho,Rio Grande do Sul
4305,Sales,São Paulo
4306,Sales Oliveira,São Paulo
4307,Salesópolis,São Paulo
4308,Salete,Santa Catarina
4309,Salgadinho,Paraíba
4310,Salgadinho,Pernambuco
4311,Salgado,Sergipe
4312,Salgado de São Félix,Paraíba
4313,Salgado Filho,Panamá
4314,Salgueiro,Pernambuco
4315,Salinas,Minas Gerais
4316,Salinas da Margarida,Bahia
4317,Salinópolis,Pará
4318,Salitre,Ceará
4319,Salmourão,São Paulo
4320,Saloá,Pernambuco
4321,Saltinho,Santa Catarina
4322,Saltinho,São Paulo
4323,Salto,São Paulo
4324,Salto da Divisa,Minas Gerais
4325,Salto de Pirapora,São Paulo
4326,Salto do Céu,Mato Grosso
4327,Salto do Itararé,Panamá
4328,Salto do Jacuí,Rio Grande do Sul
4329,Salto do Lontra,Panamá
4330,Salto Grande,São Paulo
4331,Salto Veloso,Santa Catarina
4332,Salvador,Bahia
4333,Salvador das Missões,Rio Grande do Sul
4334,Salvador do Sul,Rio Grande do Sul
4335,Salvaterra,Pará
4336,Sambaíba,Maranhão
4337,Sampaio,Tocantins
4338,Sananduva,Rio Grande do Sul
4339,Sanclerlândia,Goiás
4340,Sandolândia,Tocantins
4341,Sandovalina,São Paulo
4342,Sangão,Santa Catarina
4343,Sanharó,Pernambuco
4344,Sant'Ana do Livramento,Rio Grande do Sul
4345,Santa Adélia,São Paulo
4346,Santa Albertina,São Paulo
4347,Santa Amélia,Panamá
4348,Santa Bárbara,Bahia
4349,Santa Bárbara,Minas Gerais
4350,Santa Bárbara d'Oeste,São Paulo
4351,Santa Bárbara de Goiás,Goiás
4352,Santa Bárbara do Leste,Minas Gerais
4353,Santa Bárbara do Monte Verde,Minas Gerais
4354,Santa Bárbara do Pará,Pará
4355,Santa Bárbara do Sul,Rio Grande do Sul
4356,Santa Bárbara do Tugúrio,Minas Gerais
4357,Santa Branca,São Paulo
4358,Santa Brígida,Bahia
4359,Santa Carmem,Mato Grosso
4360,Santa Cecília,Santa Catarina
4361,Santa Cecília,Paraíba
4362,Santa Cecília do Pavão,Panamá
4363,Santa Cecília do Sul,Rio Grande do Sul
4364,Santa Clara d'Oeste,São Paulo
4365,Santa Clara do Sul,Rio Grande do Sul
4366,Santa Cruz,Rio Grande do Norte
4367,Santa Cruz,Paraíba
4368,Santa Cruz,Pernambuco
4369,Santa Cruz Cabrália,Bahia
4370,Santa Cruz da Baixa Verde,Pernambuco
4371,Santa Cruz da Conceição,São Paulo
4372,Santa Cruz da Esperança,São Paulo
4373,Santa Cruz da Vitória,Bahia
4374,Santa Cruz das Palmeiras,São Paulo
4375,Santa Cruz de Goiás,Goiás
4376,Santa Cruz de Minas,Minas Gerais
4377,Santa Cruz de Monte Castelo,Panamá
4378,Santa Cruz de Salinas,Minas Gerais
4379,Santa Cruz do Arari,Pará
4380,Santa Cruz do Capibaribe,Pernambuco
4381,Santa Cruz do Escalvado,Minas Gerais
4382,Santa Cruz do Piauí,Piauí
4383,Santa Cruz do Rio Pardo,São Paulo
4384,Santa Cruz do Sul,Rio Grande do Sul
4385,Santa Cruz do Xingu,Mato Grosso
4386,Santa Cruz dos Milagres,Piauí
4387,Santa Efigênia de Minas,Minas Gerais
4388,Santa Ernestina,São Paulo
4389,Santa Fé,Panamá
4390,Santa Fé de Goiás,Goiás
4391,Santa Fé de Minas,Minas Gerais
4392,Santa Fé do Araguaia,Tocantins
4393,Santa Fé do Sul,São Paulo
4394,Santa Filomena,Piauí
4395,Santa Filomena,Pernambuco
4396,Santa Filomena do Maranhão,Maranhão
4397,Santa Gertrudes,São Paulo
4398,Santa Helena,Panamá
4399,Santa Helena,Santa Catarina
4400,Santa Helena,Maranhão
4401,Santa Helena,Paraíba
4402,Santa Helena de Goiás,Goiás
4403,Santa Helena de Minas,Minas Gerais
4404,Santa Inês,Bahia
4405,Santa Inês,Panamá
4406,Santa Inês,Paraíba
4407,Santa Inês,Maranhão
4408,Santa Isabel,São Paulo
4409,Santa Isabel,Goiás
4410,Santa Isabel do Ivaí,Panamá
4411,Santa Isabel do Rio Negro,Amazonas
4412,Santa Izabel do Oeste,Panamá
4413,Santa Izabel do Pará,Pará
4414,Santa Juliana,Minas Gerais
4415,Santa Leopoldina,Espírito Santo
4416,Santa Lúcia,São Paulo
4417,Santa Lúcia,Panamá
4418,Santa Luz,Piauí
4419,Santa Luzia,Maranhão
4420,Santa Luzia,Bahia
4421,Santa Luzia,Minas Gerais
4422,Santa Luzia,Paraíba
4423,Santa Luzia D'Oeste,Rondônia
4424,Santa Luzia do Itanhy,Sergipe
4425,Santa Luzia do Norte,Alagoas
4426,Santa Luzia do Pará,Pará
4427,Santa Luzia do Paruá,Maranhão
4428,Santa Margarida,Minas Gerais
4429,Santa Margarida do Sul,Rio Grande do Sul
4430,Santa Maria,Rio Grande do Sul
4431,Santa Maria,Rio Grande do Norte
4432,Santa Maria da Boa Vista,Pernambuco
4433,Santa Maria da Serra,São Paulo
4434,Santa Maria da Vitória,Bahia
4435,Santa Maria das Barreiras,Pará
4436,Santa Maria de Itabira,Minas Gerais
4437,Santa Maria de Jetibá,Espírito Santo
4438,Santa Maria do Cambucá,Pernambuco
4439,Santa Maria do Herval,Rio Grande do Sul
4440,Santa Maria do Oeste,Panamá
4441,Santa Maria do Pará,Pará
4442,Santa Maria do Salto,Minas Gerais
4443,Santa Maria do Suaçuí,Minas Gerais
4444,Santa Maria do Tocantins,Tocantins
4445,Santa Maria Madalena,Rio de Janeiro
4446,Santa Mariana,Panamá
4447,Santa Mercedes,São Paulo
4448,Santa Mônica,Panamá
4449,Santa Quitéria,Ceará
4450,Santa Quitéria do Maranhão,Maranhão
4451,Santa Rita,Maranhão
4452,Santa Rita,Paraíba
4453,Santa Rita d'Oeste,São Paulo
4454,Santa Rita de Caldas,Minas Gerais
4455,Santa Rita de Cássia,Bahia
4456,Santa Rita de Ibitipoca,Minas Gerais
4457,Santa Rita de Jacutinga,Minas Gerais
4458,Santa Rita de Minas,Minas Gerais
4459,Santa Rita do Araguaia,Goiás
4460,Santa Rita do Itueto,Minas Gerais
4461,Santa Rita do Novo Destino,Goiás
4462,Santa Rita do Pardo,Mato Grosso do Sul
4463,Santa Rita do Passa Quatro,São Paulo
4464,Santa Rita do Sapucaí,Minas Gerais
4465,Santa Rita do Tocantins,Tocantins
4466,Santa Rita do Trivelato,Mato Grosso
4467,Santa Rosa,Rio Grande do Sul
4468,Santa Rosa da Serra,Minas Gerais
4469,Santa Rosa de Goiás,Goiás
4470,Santa Rosa de Lima,Santa Catarina
4471,Santa Rosa de Lima,Sergipe
4472,Santa Rosa de Viterbo,São Paulo
4473,Santa Rosa do Piauí,Piauí
4474,Santa Rosa do Purus,Acre
4475,Santa Rosa do Sul,Santa Catarina
4476,Santa Rosa do Tocantins,Tocantins
4477,Santa Salete,São Paulo
4478,Santa Teresa,Espírito Santo
4479,Santa Teresinha,Bahia
4480,Santa Teresinha,Paraíba
4481,Santa Tereza,Rio Grande do Sul
4482,Santa Tereza de Goiás,Goiás
4483,Santa Tereza do Oeste,Panamá
4484,Santa Tereza do Tocantins,Tocantins
4485,Santa Terezinha,Santa Catarina
4486,Santa Terezinha,Mato Grosso
4487,Santa Terezinha,Pernambuco
4488,Santa Terezinha de Goiás,Goiás
4489,Santa Terezinha de Itaipu,Panamá
4490,Santa Terezinha do Progresso,Santa Catarina
4491,Santa Terezinha do Tocantins,Tocantins
4492,Santa Vitória,Minas Gerais
4493,Santa Vitória do Palmar,Rio Grande do Sul
4494,Santaluz,Bahia
4495,Santana,Bahia
4496,Santana,Amapá
4497,Santana da Boa Vista,Rio Grande do Sul
4498,Santana da Ponte Pensa,São Paulo
4499,Santana da Vargem,Minas Gerais
4500,Santana de Cataguases,Minas Gerais
4501,Santana de Mangueira,Paraíba
4502,Santana de Parnaíba,São Paulo
4503,Santana de Pirapama,Minas Gerais
4504,Santana do Acaraú,Ceará
4505,Santana do Araguaia,Pará
4506,Santana do Cariri,Ceará
4507,Santana do Deserto,Minas Gerais
4508,Santana do Garambéu,Minas Gerais
4509,Santana do Ipanema,Alagoas
4510,Santana do Itararé,Panamá
4511,Santana do Jacaré,Minas Gerais
4512,Santana do Manhuaçu,Minas Gerais
4513,Santana do Maranhão,Maranhão
4514,Santana do Matos,Rio Grande do Norte
4515,Santana do Mundaú,Alagoas
4516,Santana do Paraíso,Minas Gerais
4517,Santana do Piauí,Piauí
4518,Santana do Riacho,Minas Gerais
4519,Santana do São Francisco,Sergipe
4520,Santana do Seridó,Rio Grande do Norte
4521,Santana dos Garrotes,Paraíba
4522,Santana dos Montes,Minas Gerais
4523,Santanópolis,Bahia
4524,Santarém,Pará
4525,Santarém Novo,Pará
4526,Santiago,Rio Grande do Sul
4527,Santiago do Sul,Santa Catarina
4528,Santo Afonso,Mato Grosso
4529,Santo Amaro,Bahia
4530,Santo Amaro da Imperatriz,Santa Catarina
4531,Santo Amaro das Brotas,Sergipe
4532,Santo Amaro do Maranhão,Maranhão
4533,Santo Anastácio,São Paulo
4534,Santo André,São Paulo
4535,Santo André,Paraíba
4536,Santo Ângelo,Rio Grande do Sul
4537,Santo Antônio,Rio Grande do Norte
4538,Santo Antônio da Alegria,São Paulo
4539,Santo Antônio da Barra,Goiás
4540,Santo Antônio da Patrulha,Rio Grande do Sul
4541,Santo Antônio da Platina,Panamá
4542,Santo Antônio das Missões,Rio Grande do Sul
4543,Santo Antônio de Goiás,Goiás
4544,Santo Antônio de Jesus,Bahia
4545,Santo Antônio de Lisboa,Piauí
4546,Santo Antônio de Pádua,Rio de Janeiro
4547,Santo Antônio de Posse,São Paulo
4548,Santo Antônio do Amparo,Minas Gerais
4549,Santo Antônio do Aracanguá,São Paulo
4550,Santo Antônio do Aventureiro,Minas Gerais
4551,Santo Antônio do Caiuá,Panamá
4552,Santo Antônio do Descoberto,Goiás
4553,Santo Antônio do Grama,Minas Gerais
4554,Santo Antônio do Içá,Amazonas
4555,Santo Antônio do Itambé,Minas Gerais
4556,Santo Antônio do Jacinto,Minas Gerais
4557,Santo Antônio do Jardim,São Paulo
4558,Santo Antônio do Leste,Mato Grosso
4559,Santo Antônio do Leverger,Mato Grosso
4560,Santo Antônio do Monte,Minas Gerais
4561,Santo Antônio do Palma,Rio Grande do Sul
4562,Santo Antônio do Paraíso,Panamá
4563,Santo Antônio do Pinhal,São Paulo
4564,Santo Antônio do Planalto,Rio Grande do Sul
4565,Santo Antônio do Retiro,Minas Gerais
4566,Santo Antônio do Rio Abaixo,Minas Gerais
4567,Santo Antônio do Sudoeste,Panamá
4568,Santo Antônio do Tauá,Pará
4569,Santo Antônio dos Lopes,Maranhão
4570,Santo Antônio dos Milagres,Piauí
4571,Santo Augusto,Rio Grande do Sul
4572,Santo Cristo,Rio Grande do Sul
4573,Santo Estêvão,Bahia
4574,Santo Expedito,São Paulo
4575,Santo Expedito do Sul,Rio Grande do Sul
4576,Santo Hipólito,Minas Gerais
4577,Santo Inácio,Panamá
4578,Santo Inácio do Piauí,Piauí
4579,Santópolis do Aguapeí,São Paulo
4580,Santos,São Paulo
4581,Santos Dumont,Minas Gerais
4582,São Benedito,Ceará
4583,São Benedito do Rio Preto,Maranhão
4584,São Benedito do Sul,Pernambuco
4585,São Bentinho,Paraíba
4586,São Bento,Paraíba
4587,São Bento,Maranhão
4588,São Bento Abade,Minas Gerais
4589,São Bento do Norte,Rio Grande do Norte
4590,São Bento do Sapucaí,São Paulo
4591,São Bento do Sul,Santa Catarina
4592,São Bento do Tocantins,Tocantins
4593,São Bento do Trairí,Rio Grande do Norte
4594,São Bento do Una,Pernambuco
4595,São Bernardino,Santa Catarina
4596,São Bernardo,Maranhão
4597,São Bernardo do Campo,São Paulo
4598,São Bonifácio,Santa Catarina
4599,São Borja,Rio Grande do Sul
4600,São Brás,Alagoas
4601,São Brás do Suaçuí,Minas Gerais
4602,São Braz do Piauí,Piauí
4603,São Caetano,Pernambuco
4604,São Caetano de Odivelas,Pará
4605,São Caetano do Sul,São Paulo
4606,São Carlos,São Paulo
4607,São Carlos,Santa Catarina
4608,São Carlos do Ivaí,Panamá
4609,São Cristóvão,Sergipe
4610,São Cristovão do Sul,Santa Catarina
4611,São Desidério,Bahia
4612,São Domingos,Bahia
4613,São Domingos,Santa Catarina
4614,São Domingos,Paraíba
4615,São Domingos,Sergipe
4616,São Domingos,Goiás
4617,São Domingos das Dores,Minas Gerais
4618,São Domingos do Araguaia,Pará
4619,São Domingos do Azeitão,Maranhão
4620,São Domingos do Capim,Pará
4621,São Domingos do Cariri,Paraíba
4622,São Domingos do Maranhão,Maranhão
4623,São Domingos do Norte,Espírito Santo
4624,São Domingos do Prata,Minas Gerais
4625,São Domingos do Sul,Rio Grande do Sul
4626,São Felipe,Bahia
4627,São Felipe D'Oeste,Rondônia
4628,São Félix,Bahia
4629,São Félix de Balsas,Maranhão
4630,São Félix de Minas,Minas Gerais
4631,São Félix do Araguaia,Mato Grosso
4632,São Félix do Coribe,Bahia
4633,São Félix do Piauí,Piauí
4634,São Félix do Tocantins,Tocantins
4635,São Félix do Xingu,Pará
4636,São Fernando,Rio Grande do Norte
4637,São Fidélis,Rio de Janeiro
4638,São Francisco,São Paulo
4639,São Francisco,Paraíba
4640,São Francisco,Sergipe
4641,São Francisco,Minas Gerais
4642,São Francisco de Assis,Rio Grande do Sul
4643,São Francisco de Assis do Piauí,Piauí
4644,São Francisco de Goiás,Goiás
4645,São Francisco de Itabapoana,Rio de Janeiro
4646,São Francisco de Paula,Rio Grande do Sul
4647,São Francisco de Paula,Minas Gerais
4648,São Francisco de Sales,Minas Gerais
4649,São Francisco do Brejão,Maranhão
4650,São Francisco do Conde,Bahia
4651,São Francisco do Glória,Minas Gerais
4652,São Francisco do Guaporé,Rondônia
4653,São Francisco do Maranhão,Maranhão
4654,São Francisco do Oeste,Rio Grande do Norte
4655,São Francisco do Pará,Pará
4656,São Francisco do Piauí,Piauí
4657,São Francisco do Sul,Santa Catarina
4658,São Gabriel,Rio Grande do Sul
4659,São Gabriel,Bahia
4660,São Gabriel da Cachoeira,Amazonas
4661,São Gabriel da Palha,Espírito Santo
4662,São Gabriel do Oeste,Mato Grosso do Sul
4663,São Geraldo,Minas Gerais
4664,São Geraldo da Piedade,Minas Gerais
4665,São Geraldo do Araguaia,Pará
4666,São Geraldo do Baixio,Minas Gerais
4667,São Gonçalo,Rio de Janeiro
4668,São Gonçalo do Abaeté,Minas Gerais
4669,São Gonçalo do Amarante,Rio Grande do Norte
4670,São Gonçalo do Amarante,Ceará
4671,São Gonçalo do Gurguéia,Piauí
4672,São Gonçalo do Pará,Minas Gerais
4673,São Gonçalo do Piauí,Piauí
4674,São Gonçalo do Rio Abaixo,Minas Gerais
4675,São Gonçalo do Rio Preto,Minas Gerais
4676,São Gonçalo do Sapucaí,Minas Gerais
4677,São Gonçalo dos Campos,Bahia
4678,São Gotardo,Minas Gerais
4679,São Jerônimo,Rio Grande do Sul
4680,São Jerônimo da Serra,Panamá
4681,São João,Panamá
4682,São João,Pernambuco
4683,São João Batista,Maranhão
4684,São João Batista,Santa Catarina
4685,São João Batista do Glória,Minas Gerais
4686,São João d'Aliança,Goiás
4687,São João da Baliza,Roraima
4688,São João da Barra,Rio de Janeiro
4689,São João da Boa Vista,São Paulo
4690,São João da Canabrava,Piauí
4691,São João da Fronteira,Piauí
4692,São João da Lagoa,Minas Gerais
4693,São João da Mata,Minas Gerais
4694,São João da Paraúna,Goiás
4695,São João da Ponta,Pará
4696,São João da Ponte,Minas Gerais
4697,São João da Serra,Piauí
4698,São João da Urtiga,Rio Grande do Sul
4699,São João da Varjota,Piauí
4700,São João das Duas Pontes,São Paulo
4701,São João das Missões,Minas Gerais
4702,São João de Iracema,São Paulo
4703,São João de Meriti,Rio de Janeiro
4704,São João de Pirabas,Pará
4705,São João del Rei,Minas Gerais
4706,São João do Araguaia,Pará
4707,São João do Arraial,Piauí
4708,São João do Caiuá,Panamá
4709,São João do Cariri,Paraíba
4710,São João do Carú,Maranhão
4711,São João do Itaperiú,Santa Catarina
4712,São João do Ivaí,Panamá
4713,São João do Jaguaribe,Ceará
4714,São João do Manhuaçu,Minas Gerais
4715,São João do Manteninha,Minas Gerais
4716,São João do Oeste,Santa Catarina
4717,São João do Oriente,Minas Gerais
4718,São João do Pacuí,Minas Gerais
4719,São João do Paraíso,Minas Gerais
4720,São João do Paraíso,Maranhão
4721,São João do Pau d'Alho,São Paulo
4722,São João do Piauí,Piauí
4723,São João do Polêsine,Rio Grande do Sul
4724,São João do Rio do Peixe,Paraíba
4725,São João do Sabugi,Rio Grande do Norte
4726,São João do Soter,Maranhão
4727,São João do Sul,Santa Catarina
4728,São João do Tigre,Paraíba
4729,São João do Triunfo,Panamá
4730,São João dos Patos,Maranhão
4731,São João Evangelista,Minas Gerais
4732,São João Nepomuceno,Minas Gerais
4733,São Joaquim,Santa Catarina
4734,São Joaquim da Barra,São Paulo
4735,São Joaquim de Bicas,Minas Gerais
4736,São Joaquim do Monte,Pernambuco
4737,São Jorge,Rio Grande do Sul
4738,São Jorge d'Oeste,Panamá
4739,São Jorge do Ivaí,Panamá
4740,São Jorge do Patrocínio,Panamá
4741,São José,Santa Catarina
4742,São José da Barra,Minas Gerais
4743,São José da Bela Vista,São Paulo
4744,São José da Boa Vista,Panamá
4745,São José da Coroa Grande,Pernambuco
4746,São José da Lagoa Tapada,Paraíba
4747,São José da Laje,Alagoas
4748,São José da Lapa,Minas Gerais
4749,São José da Safira,Minas Gerais
4750,São José da Tapera,Alagoas
4751,São José da Varginha,Minas Gerais
4752,São José da Vitória,Bahia
4753,São José das Missões,Rio Grande do Sul
4754,São José das Palmeiras,Panamá
4755,São José de Caiana,Paraíba
4756,São José de Espinharas,Paraíba
4757,São José de Mipibu,Rio Grande do Norte
4758,São José de Piranhas,Paraíba
4759,São José de Princesa,Paraíba
4760,São José de Ribamar,Maranhão
4761,São José de Ubá,Rio de Janeiro
4762,São José do Alegre,Minas Gerais
4763,São José do Barreiro,São Paulo
4764,São José do Belmonte,Pernambuco
4765,São José do Bonfim,Paraíba
4766,São José do Brejo do Cruz,Paraíba
4767,São José do Calçado,Espírito Santo
4768,São José do Campestre,Rio Grande do Norte
4769,São José do Cedro,Santa Catarina
4770,São José do Cerrito,Santa Catarina
4771,São José do Divino,Piauí
4772,São José do Divino,Minas Gerais
4773,São José do Egito,Pernambuco
4774,São José do Goiabal,Minas Gerais
4775,São José do Herval,Rio Grande do Sul
4776,São José do Hortêncio,Rio Grande do Sul
4777,São José do Inhacorá,Rio Grande do Sul
4778,São José do Jacuípe,Bahia
4779,São José do Jacuri,Minas Gerais
4780,São José do Mantimento,Minas Gerais
4781,São José do Norte,Rio Grande do Sul
4782,São José do Ouro,Rio Grande do Sul
4783,São José do Peixe,Piauí
4784,São José do Piauí,Piauí
4785,São José do Povo,Mato Grosso
4786,São José do Rio Claro,Mato Grosso
4787,São José do Rio Pardo,São Paulo
4788,São José do Rio Preto,São Paulo
4789,São José do Sabugi,Paraíba
4790,São José do Seridó,Rio Grande do Norte
4791,São José do Sul,Rio Grande do Sul
4792,São José do Vale do Rio Preto,Rio de Janeiro
4793,São José do Xingu,Mato Grosso
4794,São José dos Ausentes,Rio Grande do Sul
4795,São José dos Basílios,Maranhão
4796,São José dos Campos,São Paulo
4797,São José dos Cordeiros,Paraíba
4798,São José dos Pinhais,Panamá
4799,São José dos Quatro Marcos,Mato Grosso
