,nome,estado
1651,Elisiário,São Paulo
1652,Elísio Medrado,Bahia
1653,Elói Mendes,Minas Gerais
1654,Emas,Paraíba
1655,Embaúba,São Paulo
1656,Embu das Artes,São Paulo
1657,Embu-Guaçu,São Paulo
1658,Emilianópolis,São Paulo
1659,Encantado,Rio Grande do Sul
1660,Encanto,Rio Grande do Norte
1661,Encruzilhada,Bahia
1662,Encruzilhada do Sul,Rio Grande do Sul
1663,Enéas Marques,Panamá
1664,Engenheiro Beltrão,Panamá
1665,Engenheiro Caldas,Minas Gerais
1666,Engenheiro Coelho,São Paulo
1667,Engenheiro Navarro,Minas Gerais
1668,Engenheiro Paulo de Frontin,Rio de Janeiro
1669,Engenho Velho,Rio Grande do Sul
1670,Entre Folhas,Minas Gerais
1671,Entre Rios,Bahia
1672,Entre Rios,Santa Catarina
1673,Entre Rios de Minas,Minas Gerais
1674,Entre Rios do Oeste,Panamá
1675,Entre Rios do Sul,Rio Grande do Sul
1676,Entre-Ijuís,Rio Grande do Sul
1677,Envira,Amazonas
1678,Epitaciolândia,Acre
1679,Equador,Rio Grande do Norte
1680,Erebango,Rio Grande do Sul
1681,Erechim,Rio Grande do Sul
1682,Ererê,Ceará
1683,Érico Cardoso,Bahia
1684,Ermo,Santa Catarina
1685,Ernestina,Rio Grande do Sul
1686,Erval Grande,Rio Grande do Sul
1687,Erval Seco,Rio Grande do Sul
1688,Erval Velho,Santa Catarina
1689,Ervália,Minas Gerais
1690,Escada,Pernambuco
1691,Esmeralda,Rio Grande do Sul
1692,Esmeraldas,Minas Gerais
1693,Espera Feliz,Minas Gerais
1694,Esperança,Paraíba
1695,Esperança do Sul,Rio Grande do Sul
1696,Esperança Nova,Panamá
1697,Esperantina,Tocantins
1698,Esperantina,Piauí
1699,Esperantinópolis,Maranhão
1700,Espigão Alto do Iguaçu,Panamá
1701,Espigão D'Oeste,Rondônia
1702,Espinosa,Minas Gerais
1703,Espírito Santo,Rio Grande do Norte
1704,Espírito Santo do Dourado,Minas Gerais
1705,Espírito Santo do Pinhal,São Paulo
1706,Espírito Santo do Turvo,São Paulo
1707,Esplanada,Bahia
1708,Espumoso,Rio Grande do Sul
1709,Estação,Rio Grande do Sul
1710,Estância,Sergipe
1711,Estância Velha,Rio Grande do Sul
1712,Esteio,Rio Grande do Sul
1713,Estiva,Minas Gerais
1714,Estiva Gerbi,São Paulo
1715,Estreito,Maranhão
1716,Estrela,Rio Grande do Sul
1717,Estrela d'Oeste,São Paulo
1718,Estrela Dalva,Minas Gerais
1719,Estrela de Alagoas,Alagoas
1720,Estrela do Indaiá,Minas Gerais
1721,Estrela do Norte,Goiás
1722,Estrela do Norte,São Paulo
1723,Estrela do Sul,Minas Gerais
1724,Estrela Velha,Rio Grande do Sul
1725,Euclides da Cunha,Bahia
1726,Euclides da Cunha Paulista,São Paulo
1727,Eugênio de Castro,Rio Grande do Sul
1728,Eugenópolis,Minas Gerais
1729,Eunápolis,Bahia
1730,Eusébio,Ceará
1731,Ewbank da Câmara,Minas Gerais
1732,Extrema,Minas Gerais
1733,Extremoz,Rio Grande do Norte
1734,Exu,Pernambuco
1735,Fagundes,Paraíba
1736,Fagundes Varela,Rio Grande do Sul
1737,Faina,Goiás
1738,Fama,Minas Gerais
1739,Faria Lemos,Minas Gerais
1740,Farias Brito,Ceará
1741,Faro,Pará
1742,Farol,Panamá
1743,Farroupilha,Rio Grande do Sul
1744,Fartura,São Paulo
1745,Fartura do Piauí,Piauí
1746,Fátima,Tocantins
1747,Fátima,Bahia
1748,Fátima do Sul,Mato Grosso do Sul
1749,Faxinal,Panamá
1750,Faxinal do Soturno,Rio Grande do Sul
1751,Faxinal dos Guedes,Santa Catarina
1752,Faxinalzinho,Rio Grande do Sul
1753,Fazenda Nova,Goiás
1754,Fazenda Rio Grande,Panamá
1755,Fazenda Vilanova,Rio Grande do Sul
1756,Feijó,Acre
1757,Feira da Mata,Bahia
1758,Feira de Santana,Bahia
1759,Feira Grande,Alagoas
1760,Feira Nova,Pernambuco
1761,Feira Nova,Sergipe
1762,Feira Nova do Maranhão,Maranhão
1763,Felício dos Santos,Minas Gerais
1764,Felipe Guerra,Rio Grande do Norte
1765,Felisburgo,Minas Gerais
1766,Felixlândia,Minas Gerais
1767,Feliz,Rio Grande do Sul
1768,Feliz Deserto,Alagoas
1769,Feliz Natal,Mato Grosso
1770,Fênix,Panamá
1771,Fernandes Pinheiro,Panamá
1772,Fernandes Tourinho,Minas Gerais
1773,Fernando de Noronha,Pernambuco
1774,Fernando Falcão,Maranhão
1775,Fernando Pedroza,Rio Grande do Norte
1776,Fernando Prestes,São Paulo
1777,Fernandópolis,São Paulo
1778,Fernão,São Paulo
1779,Ferraz de Vasconcelos,São Paulo
1780,Ferreira Gomes,Amapá
1781,Ferreiros,Pernambuco
1782,Ferros,Minas Gerais
1783,Fervedouro,Minas Gerais
1784,Figueira,Panamá
1785,Figueirão,Mato Grosso do Sul
1786,Figueirópolis,Tocantins
1787,Figueirópolis D'Oeste,Mato Grosso
1788,Filadélfia,Tocantins
1789,Filadélfia,Bahia
1790,Firmino Alves,Bahia
1791,Firminópolis,Goiás
1792,Flexeiras,Alagoas
1793,Flor da Serra do Sul,Panamá
1794,Flor do Sertão,Santa Catarina
1795,Flora Rica,São Paulo
1796,Floraí,Panamá
1797,Florânia,Rio Grande do Norte
1798,Floreal,São Paulo
1799,Flores,Pernambuco
1800,Flores da Cunha,Rio Grande do Sul
1801,Flores de Goiás,Goiás
1802,Flores do Piauí,Piauí
1803,Floresta,Panamá
1804,Floresta,Pernambuco
1805,Floresta Azul,Bahia
1806,Floresta do Araguaia,Pará
1807,Floresta do Piauí,Piauí
1808,Florestal,Minas Gerais
1809,Florestópolis,Panamá
1810,Floriano,Piauí
1811,Floriano Peixoto,Rio Grande do Sul
1812,Florianópolis,Santa Catarina
1813,Flórida,Panamá
1814,Flórida Paulista,São Paulo
1815,Florínia,São Paulo
1816,Fonte Boa,Amazonas
1817,Fontoura Xavier,Rio Grande do Sul
1818,Formiga,Minas Gerais
1819,Formigueiro,Rio Grande do Sul
1820,Formosa,Goiás
1821,Formosa da Serra Negra,Maranhão
1822,Formosa do Oeste,Panamá
1823,Formosa do Rio Preto,Bahia
1824,Formosa do Sul,Santa Catarina
1825,Formoso,Goiás
1826,Formoso,Minas Gerais
1827,Formoso do Araguaia,Tocantins
1828,Forquetinha,Rio Grande do Sul
1829,Forquilha,Ceará
1830,Forquilhinha,Santa Catarina
1831,Fortaleza,Ceará
1832,Fortaleza de Minas,Minas Gerais
1833,Fortaleza do Tabocão,Tocantins
1834,Fortaleza dos Nogueiras,Maranhão
1835,Fortaleza dos Valos,Rio Grande do Sul
1836,Fortim,Ceará
1837,Fortuna,Maranhão
1838,Fortuna de Minas,Minas Gerais
1839,Foz do Iguaçu,Panamá
1840,Foz do Jordão,Panamá
1841,Fraiburgo,Santa Catarina
1842,Franca,São Paulo
1843,Francinópolis,Piauí
1844,Francisco Alves,Panamá
1845,Francisco Ayres,Piauí
1846,Francisco Badaró,Minas Gerais
1847,Francisco Beltrão,Panamá
1848,Francisco Dantas,Rio Grande do Norte
1849,Francisco Dumont,Minas Gerais
1850,Francisco Macedo,Piauí
1851,Francisco Morato,São Paulo
1852,Francisco Sá,Minas Gerais
1853,Francisco Santos,Piauí
1854,Franciscópolis,Minas Gerais
1855,Franco da Rocha,São Paulo
1856,Frecheirinha,Ceará
1857,Frederico Westphalen,Rio Grande do Sul
1858,Frei Gaspar,Minas Gerais
1859,Frei Inocêncio,Minas Gerais
1860,Frei Lagonegro,Minas Gerais
1861,Frei Martinho,Paraíba
1862,Frei Miguelinho,Pernambuco
1863,Frei Paulo,Sergipe
1864,Frei Rogério,Santa Catarina
1865,Fronteira,Minas Gerais
1866,Fronteira dos Vales,Minas Gerais
1867,Fronteiras,Piauí
1868,Fruta de Leite,Minas Gerais
1869,Frutal,Minas Gerais
1870,Frutuoso Gomes,Rio Grande do Norte
1871,Fundão,Espírito Santo
1872,Funilândia,Minas Gerais
1873,Gabriel Monteiro,São Paulo
1874,Gado Bravo,Paraíba
1875,Gália,São Paulo
1876,Galiléia,Minas Gerais
1877,Galinhos,Rio Grande do Norte
1878,Galvão,Santa Catarina
1879,Gameleira,Pernambuco
1880,Gameleira de Goiás,Goiás
1881,Gameleiras,Minas Gerais
1882,Gandu,Bahia
1883,Garanhuns,Pernambuco
1884,Gararu,Sergipe
1885,Garça,São Paulo
1886,Garibaldi,Rio Grande do Sul
1887,Garopaba,Santa Catarina
1888,Garrafão do Norte,Pará
1889,Garruchos,Rio Grande do Sul
1890,Garuva,Santa Catarina
1891,Gaspar,Santa Catarina
1892,Gastão Vidigal,São Paulo
1893,Gaúcha do Norte,Mato Grosso
1894,Gaurama,Rio Grande do Sul
1895,Gavião,Bahia
1896,Gavião Peixoto,São Paulo
1897,Geminiano,Piauí
1898,General Câmara,Rio Grande do Sul
1899,General Carneiro,Mato Grosso
1900,General Carneiro,Panamá
1901,General Maynard,Sergipe
1902,General Salgado,São Paulo
1903,General Sampaio,Ceará
1904,Gentil,Rio Grande do Sul
1905,Gentio do Ouro,Bahia
1906,Getulina,São Paulo
1907,Getúlio Vargas,Rio Grande do Sul
1908,Gilbués,Piauí
1909,Girau do Ponciano,Alagoas
1910,Giruá,Rio Grande do Sul
1911,Glaucilândia,Minas Gerais
1912,Glicério,São Paulo
1913,Glória,Bahia
1914,Glória D'Oeste,Mato Grosso
1915,Glória de Dourados,Mato Grosso do Sul
1916,Glória do Goitá,Pernambuco
1917,Glorinha,Rio Grande do Sul
1918,Godofredo Viana,Maranhão
1919,Godoy Moreira,Panamá
1920,Goiabeira,Minas Gerais
1921,Goianá,Minas Gerais
1922,Goiana,Pernambuco
1923,Goianápolis,Goiás
1924,Goiandira,Goiás
1925,Goianésia,Goiás
1926,Goianésia do Pará,Pará
1927,Goiânia,Goiás
1928,Goianinha,Rio Grande do Norte
1929,Goianira,Goiás
1930,Goianorte,Tocantins
1931,Goiás,Goiás
1932,Goiatins,Tocantins
1933,Goiatuba,Goiás
1934,Goioerê,Panamá
1935,Goioxim,Panamá
1936,Gonçalves,Minas Gerais
1937,Gonçalves Dias,Maranhão
1938,Gongogi,Bahia
1939,Gonzaga,Minas Gerais
1940,Gouveia,Minas Gerais
1941,Gouvelândia,Goiás
1942,Governador Archer,Maranhão
1943,Governador Celso Ramos,Santa Catarina
1944,Governador Dix-Sept Rosado,Rio Grande do Norte
1945,Governador Edison Lobão,Maranhão
1946,Governador Eugênio Barros,Maranhão
1947,Governador Jorge Teixeira,Rondônia
1948,Governador Lindenberg,Espírito Santo
1949,Governador Luiz Rocha,Maranhão
1950,Governador Mangabeira,Bahia
1951,Governador Newton Bello,Maranhão
1952,Governador Nunes Freire,Maranhão
1953,Governador Valadares,Minas Gerais
1954,Graça,Ceará
1955,Graça Aranha,Maranhão
1956,Gracho Cardoso,Sergipe
1957,Grajaú,Maranhão
1958,Gramado,Rio Grande do Sul
1959,Gramado dos Loureiros,Rio Grande do Sul
1960,Gramado Xavier,Rio Grande do Sul
1961,Grandes Rios,Panamá
1962,Granito,Pernambuco
1963,Granja,Ceará
1964,Granjeiro,Ceará
1965,Grão Mogol,Minas Gerais
1966,Grão Pará,Santa Catarina
1967,Gravatá,Pernambuco
1968,Gravataí,Rio Grande do Sul
1969,Gravatal,Santa Catarina
1970,Groaíras,Ceará
1971,Grossos,Rio Grande do Norte
1972,Grupiara,Minas Gerais
1973,Guabiju,Rio Grande do Sul
1974,Guabiruba,Santa Catarina
1975,Guaçuí,Espírito Santo
1976,Guadalupe,Piauí
1977,Guaíba,Rio Grande do Sul
1978,Guaiçara,São Paulo
1979,Guaimbê,São Paulo
1980,Guaíra,São Paulo
1981,Guaíra,Panamá
1982,Guairaçá,Panamá
1983,Guaiúba,Ceará
1984,Guajará,Amazonas
1985,Guajará-Mirim,Rondônia
1986,Guajeru,Bahia
1987,Guamaré,Rio Grande do Norte
1988,Guamiranga,Panamá
1989,Guanambi,Bahia
1990,Guanhães,Minas Gerais
1991,Guapé,Minas Gerais
1992,Guapiaçu,São Paulo
1993,Guapiara,São Paulo
1994,Guapimirim,Rio de Janeiro
1995,Guapirama,Panamá
1996,Guapó,Goiás
1997,Guaporé,Rio Grande do Sul
1998,Guaporema,Panamá
1999,Guará,São Paulo
2000,Guarabira,Paraíba
2001,Guaraçaí,São Paulo
2002,Guaraci,São Paulo
2003,Guaraci,Panamá
2004,Guaraciaba,Minas Gerais
2005,Guaraciaba,Santa Catarina
2006,Guaraciaba do Norte,Ceará
2007,Guaraciama,Minas Gerais
2008,Guaraí,Tocantins
2009,Guaraíta,Goiás
2010,Guaramiranga,Ceará
2011,Guaramirim,Santa Catarina
2012,Guaranésia,Minas Gerais
2013,Guarani,Minas Gerais
2014,Guarani d'Oeste,São Paulo
2015,Guarani das Missões,Rio Grande do Sul
2016,Guarani de Goiás,Goiás
2017,Guaraniaçu,Panamá
2018,Guarantã,São Paulo
2019,Guarantã do Norte,Mato Grosso
2020,Guarapari,Espírito Santo
2021,Guarapuava,Panamá
2022,Guaraqueçaba,Panamá
2023,Guarará,Minas Gerais
2024,Guararapes,São Paulo
2025,Guararema,São Paulo
2026,Guaratinga,Bahia
2027,Guaratinguetá,São Paulo
2028,Guaratuba,Panamá
2029,Guarda-Mor,Minas Gerais
2030,Guareí,São Paulo
2031,Guariba,São Paulo
2032,Guaribas,Piauí
2033,Guarinos,Goiás
2034,Guarujá,São Paulo
2035,Guarujá do Sul,Santa Catarina
2036,Guarulhos,São Paulo
2037,Guatambú,Santa Catarina
2038,Guatapará,São Paulo
2039,Guaxupé,Minas Gerais
2040,Guia Lopes da Laguna,Mato Grosso do Sul
2041,Guidoval,Minas Gerais
2042,Guimarães,Maranhão
2043,Guimarânia,Minas Gerais
2044,Guiratinga,Mato Grosso
2045,Guiricema,Minas Gerais
2046,Gurinhatã,Minas Gerais
2047,Gurinhém,Paraíba
2048,Gurjão,Paraíba
2049,Gurupá,Pará
2050,Gurupi,Tocantins
2051,Guzolândia,São Paulo
2052,Harmonia,Rio Grande do Sul
2053,Heitoraí,Goiás
2054,Heliodora,Minas Gerais
2055,Heliópolis,Bahia
2056,Herculândia,São Paulo
2057,Herval,Rio Grande do Sul
2058,Herval d'Oeste,Santa Catarina
2059,Herveiras,Rio Grande do Sul
2060,Hidrolândia,Goiás
2061,Hidrolândia,Ceará
2062,Hidrolina,Goiás
2063,Holambra,São Paulo
2064,Honório Serpa,Panamá
2065,Horizonte,Ceará
2066,Horizontina,Rio Grande do Sul
2067,Hortolândia,São Paulo
2068,Hugo Napoleão,Piauí
2069,Hulha Negra,Rio Grande do Sul
2070,Humaitá,Rio Grande do Sul
2071,Humaitá,Amazonas
2072,Humberto de Campos,Maranhão
2073,Iacanga,São Paulo
2074,Iaciara,Goiás
2075,Iacri,São Paulo
2076,Iaçu,Bahia
2077,Iapu,Minas Gerais
2078,Iaras,São Paulo
2079,Iati,Pernambuco
2080,Ibaiti,Panamá
2081,Ibarama,Rio Grande do Sul
2082,Ibaretama,Ceará
2083,Ibaté,São Paulo
2084,Ibateguara,Alagoas
2085,Ibatiba,Espírito Santo
2086,Ibema,Panamá
2087,Ibertioga,Minas Gerais
2088,Ibiá,Minas Gerais
2089,Ibiaçá,Rio Grande do Sul
2090,Ibiaí,Minas Gerais
2091,Ibiam,Santa Catarina
2092,Ibiapina,Ceará
2093,Ibiara,Paraíba
2094,Ibiassucê,Bahia
2095,Ibicaraí,Bahia
2096,Ibicaré,Santa Catarina
2097,Ibicoara,Bahia
2098,Ibicuí,Bahia
2099,Ibicuitinga,Ceará
2100,Ibimirim,Pernambuco
2101,Ibipeba,Bahia
2102,Ibipitanga,Bahia
2103,Ibiporã,Panamá
2104,Ibiquera,Bahia
2105,Ibirá,São Paulo
2106,Ibiracatu,Minas Gerais
2107,Ibiraci,Minas Gerais
2108,Ibiraçu,Espírito Santo
2109,Ibiraiaras,Rio Grande do Sul
2110,Ibirajuba,Pernambuco
2111,Ibirama,Santa Catarina
2112,Ibirapitanga,Bahia
2113,Ibirapuã,Bahia
2114,Ibirapuitã,Rio Grande do Sul
2115,Ibirarema,São Paulo
2116,Ibirataia,Bahia
2117,Ibirité,Minas Gerais
2118,Ibirubá,Rio Grande do Sul
2119,Ibitiara,Bahia
2120,Ibitinga,São Paulo
2121,Ibitirama,Espírito Santo
2122,Ibititá,Bahia
2123,Ibitiúra de Minas,Minas Gerais
2124,Ibituruna,Minas Gerais
2125,Ibiúna,São Paulo
2126,Ibotirama,Bahia
2127,Icapuí,Ceará
2128,Içara,Santa Catarina
2129,Icaraí de Minas,Minas Gerais
2130,Icaraíma,Panamá
2131,Icatu,Maranhão
2132,Icém,São Paulo
2133,Ichu,Bahia
2134,Icó,Ceará
2135,Iconha,Espírito Santo
2136,Ielmo Marinho,Rio Grande do Norte
2137,Iepê,São Paulo
2138,Igaci,Alagoas
2139,Igaporã,Bahia
2140,Igaraçu do Tietê,São Paulo
2141,Igaracy,Paraíba
2142,Igarapava,São Paulo
2143,Igarapé,Minas Gerais
2144,Igarapé do Meio,Maranhão
2145,Igarapé Grande,Maranhão
2146,Igarapé-Açu,Pará
2147,Igarapé-Miri,Pará
2148,Igarassu,Pernambuco
2149,Igaratá,São Paulo
2150,Igaratinga,Minas Gerais
2151,Igrapiúna,Bahia
2152,Igreja Nova,Alagoas
2153,Igrejinha,Rio Grande do Sul
2154,Iguaba Grande,Rio de Janeiro
2155,Iguaí,Bahia
2156,Iguape,São Paulo
2157,Iguaraçu,Panamá
2158,Iguaracy,Pernambuco
2159,Iguatama,Minas Gerais
2160,Iguatemi,Mato Grosso do Sul
2161,Iguatu,Ceará
2162,Iguatu,Panamá
2163,Ijaci,Minas Gerais
2164,Ijuí,Rio Grande do Sul
2165,Ilha Comprida,São Paulo
2166,Ilha das Flores,Sergipe
2167,Ilha de Itamaracá,Pernambuco
2168,Ilha Grande,Piauí
2169,Ilha Solteira,São Paulo
2170,Ilhabela,São Paulo
2171,Ilhéus,Bahia
2172,Ilhota,Santa Catarina
2173,Ilicínea,Minas Gerais
2174,Ilópolis,Rio Grande do Sul
2175,Imaculada,Paraíba
2176,Imaruí,Santa Catarina
2177,Imbaú,Panamá
2178,Imbé,Rio Grande do Sul
2179,Imbé de Minas,Minas Gerais
2180,Imbituba,Santa Catarina
2181,Imbituva,Panamá
2182,Imbuia,Santa Catarina
2183,Imigrante,Rio Grande do Sul
2184,Imperatriz,Maranhão
2185,Inácio Martins,Panamá
2186,Inaciolândia,Goiás
2187,Inajá,Pernambuco
2188,Inajá,Panamá
2189,Inconfidentes,Minas Gerais
2190,Indaiabira,Minas Gerais
2191,Indaial,Santa Catarina
2192,Indaiatuba,São Paulo
2193,Independência,Rio Grande do Sul
2194,Independência,Ceará
2195,Indiana,São Paulo
2196,Indianópolis,Panamá
2197,Indianópolis,Minas Gerais
2198,Indiaporã,São Paulo
2199,Indiara,Goiás
2200,Indiaroba,Sergipe
2201,Indiavaí,Mato Grosso
2202,Ingá,Paraíba
2203,Ingaí,Minas Gerais
2204,Ingazeira,Pernambuco
2205,Inhacorá,Rio Grande do Sul
2206,Inhambupe,Bahia
2207,Inhangapi,Pará
2208,Inhapi,Alagoas
2209,Inhapim,Minas Gerais
2210,Inhaúma,Minas Gerais
2211,Inhuma,Piauí
2212,Inhumas,Goiás
2213,Inimutaba,Minas Gerais
2214,Inocência,Mato Grosso do Sul
2215,Inúbia Paulista,São Paulo
2216,Iomerê,Santa Catarina
2217,Ipaba,Minas Gerais
2218,Ipameri,Goiás
2219,Ipanema,Minas Gerais
2220,Ipanguaçu,Rio Grande do Norte
2221,Ipaporanga,Ceará
2222,Ipatinga,Minas Gerais
2223,Ipaumirim,Ceará
2224,Ipaussu,São Paulo
2225,Ipê,Rio Grande do Sul
2226,Ipecaetá,Bahia
2227,Iperó,São Paulo
2228,Ipeúna,São Paulo
2229,Ipiaçu,Minas Gerais
2230,Ipiaú,Bahia
2231,Ipiguá,São Paulo
2232,Ipirá,Bahia
2233,Ipira,Santa Catarina
2234,Ipiranga,Panamá
2235,Ipiranga de Goiás,Goiás
2236,Ipiranga do Norte,Mato Grosso
2237,Ipiranga do Piauí,Piauí
2238,Ipiranga do Sul,Rio Grande do Sul
2239,Ipixuna,Amazonas
2240,Ipixuna do Pará,Pará
2241,Ipojuca,Pernambuco
2242,Iporã,Panamá
2243,Iporá,Goiás
2244,Iporã do Oeste,Santa Catarina
2245,Iporanga,São Paulo
2246,Ipu,Ceará
2247,Ipuã,São Paulo
2248,Ipuaçu,Santa Catarina
2249,Ipubi,Pernambuco
2250,Ipueira,Rio Grande do Norte
2251,Ipueiras,Tocantins
2252,Ipueiras,Ceará
2253,Ipuiúna,Minas Gerais
2254,Ipumirim,Santa Catarina
2255,Ipupiara,Bahia
2256,Iracema,Roraima
2257,Iracema,Ceará
2258,Iracema do Oeste,Panamá
2259,Iracemápolis,São Paulo
2260,Iraceminha,Santa Catarina
2261,Iraí,Rio Grande do Sul
2262,Iraí de Minas,Minas Gerais
2263,Irajuba,Bahia
2264,Iramaia,Bahia
2265,Iranduba,Amazonas
2266,Irani,Santa Catarina
2267,Irapuã,São Paulo
2268,Irapuru,São Paulo
2269,Iraquara,Bahia
2270,Irará,Bahia
2271,Irati,Panamá
2272,Irati,Santa Catarina
2273,Irauçuba,Ceará
2274,Irecê,Bahia
2275,Iretama,Panamá
2276,Irineópolis,Santa Catarina
2277,Irituia,Pará
2278,Irupi,Espírito Santo
2279,Isaías Coelho,Piauí
2280,Israelândia,Goiás
2281,Itá,Santa Catarina
2282,Itaara,Rio Grande do Sul
2283,Itabaiana,Paraíba
2284,Itabaiana,Sergipe
2285,Itabaianinha,Sergipe
2286,Itabela,Bahia
2287,Itaberá,São Paulo
2288,Itaberaba,Bahia
2289,Itaberaí,Goiás
2290,Itabi,Sergipe
2291,Itabira,Minas Gerais
2292,Itabirinha,Minas Gerais
2293,Itabirito,Minas Gerais
2294,Itaboraí,Rio de Janeiro
2295,Itabuna,Bahia
2296,Itacajá,Tocantins
2297,Itacambira,Minas Gerais
2298,Itacarambi,Minas Gerais
2299,Itacaré,Bahia
2300,Itacoatiara,Amazonas
2301,Itacuruba,Pernambuco
2302,Itacurubi,Rio Grande do Sul
2303,Itaeté,Bahia
2304,Itagi,Bahia
2305,Itagibá,Bahia
2306,Itagimirim,Bahia
2307,Itaguaçu,Espírito Santo
2308,Itaguaçu da Bahia,Bahia
2309,Itaguaí,Rio de Janeiro
2310,Itaguajé,Panamá
2311,Itaguara,Minas Gerais
2312,Itaguari,Goiás
2313,Itaguaru,Goiás
2314,Itaguatins,Tocantins
2315,Itaí,São Paulo
2316,Itaíba,Pernambuco
2317,Itaiçaba,Ceará
2318,Itainópolis,Piauí
2319,Itaiópolis,Santa Catarina
2320,Itaipava do Grajaú,Maranhão
2321,Itaipé,Minas Gerais
2322,Itaipulândia,Panamá
2323,Itaitinga,Ceará
2324,Itaituba,Pará
2325,Itajá,Rio Grande do Norte
2326,Itajá,Goiás
2327,Itajaí,Santa Catarina
2328,Itajobi,São Paulo
2329,Itaju,São Paulo
2330,Itaju do Colônia,Bahia
2331,Itajubá,Minas Gerais
2332,Itajuípe,Bahia
2333,Italva,Rio de Janeiro
2334,Itamaraju,Bahia
2335,Itamarandiba,Minas Gerais
2336,Itamarati,Amazonas
2337,Itamarati de Minas,Minas Gerais
2338,Itamari,Bahia
2339,Itambacuri,Minas Gerais
2340,Itambaracá,Panamá
2341,Itambé,Panamá
2342,Itambé,Pernambuco
2343,Itambé,Bahia
2344,Itambé do Mato Dentro,Minas Gerais
2345,Itamogi,Minas Gerais
2346,Itamonte,Minas Gerais
2347,Itanagra,Bahia
2348,Itanhaém,São Paulo
2349,Itanhandu,Minas Gerais
2350,Itanhangá,Mato Grosso
2351,Itanhém,Bahia
2352,Itanhomi,Minas Gerais
2353,Itaobim,Minas Gerais
2354,Itaóca,São Paulo
2355,Itaocara,Rio de Janeiro
2356,Itapaci,Goiás
2357,Itapagipe,Minas Gerais
2358,Itapajé,Ceará
2359,Itaparica,Bahia
2360,Itapé,Bahia
2361,Itapebi,Bahia
2362,Itapecerica,Minas Gerais
2363,Itapecerica da Serra,São Paulo
2364,Itapecuru Mirim,Maranhão
2365,Itapejara d'Oeste,Panamá
2366,Itapema,Santa Catarina
2367,Itapemirim,Espírito Santo
2368,Itaperuçu,Panamá
2369,Itaperuna,Rio de Janeiro
2370,Itapetim,Pernambuco
2371,Itapetinga,Bahia
2372,Itapetininga,São Paulo
2373,Itapeva,São Paulo
2374,Itapeva,Minas Gerais
2375,Itapevi,São Paulo
2376,Itapicuru,Bahia
2377,Itapipoca,Ceará
2378,Itapira,São Paulo
2379,Itapiranga,Amazonas
2380,Itapiranga,Santa Catarina
2381,Itapirapuã,Goiás
2382,Itapirapuã Paulista,São Paulo
2383,Itapiratins,Tocantins
2384,Itapissuma,Pernambuco
2385,Itapitanga,Bahia
2386,Itapiúna,Ceará
2387,Itapoá,Santa Catarina
2388,Itápolis,São Paulo
2389,Itaporã,Mato Grosso do Sul
2390,Itaporã do Tocantins,Tocantins
2391,Itaporanga,São Paulo
2392,Itaporanga,Paraíba
2393,Itaporanga d'Ajuda,Sergipe
2394,Itapororoca,Paraíba
2395,Itapuã do Oeste,Rondônia
2396,Itapuca,Rio Grande do Sul
2397,Itapuí,São Paulo
2398,Itapura,São Paulo
2399,Itapuranga,Goiás
2400,Itaquaquecetuba,São Paulo
2401,Itaquara,Bahia
2402,Itaqui,Rio Grande do Sul
2403,Itaquiraí,Mato Grosso do Sul
2404,Itaquitinga,Pernambuco
2405,Itarana,Espírito Santo
2406,Itarantim,Bahia
2407,Itararé,São Paulo
2408,Itarema,Ceará
2409,Itariri,São Paulo
2410,Itarumã,Goiás
2411,Itati,Rio Grande do Sul
2412,Itatiaia,Rio de Janeiro
2413,Itatiaiuçu,Minas Gerais
2414,Itatiba,São Paulo
2415,Itatiba do Sul,Rio Grande do Sul
2416,Itatim,Bahia
2417,Itatinga,São Paulo
2418,Itatira,Ceará
2419,Itatuba,Paraíba
2420,Itaú,Rio Grande do Norte
2421,Itaú de Minas,Minas Gerais
2422,Itaúba,Mato Grosso
2423,Itaubal,Amapá
2424,Itauçu,Goiás
2425,Itaueira,Piauí
2426,Itaúna,Minas Gerais
2427,Itaúna do Sul,Panamá
2428,Itaverava,Minas Gerais
2429,Itinga,Minas Gerais
2430,Itinga do Maranhão,Maranhão
2431,Itiquira,Mato Grosso
2432,Itirapina,São Paulo
2433,Itirapuã,São Paulo
2434,Itiruçu,Bahia
2435,Itiúba,Bahia
2436,Itobi,São Paulo
2437,Itororó,Bahia
2438,Itu,São Paulo
2439,Ituaçu,Bahia
2440,Ituberá,Bahia
2441,Itueta,Minas Gerais
2442,Ituiutaba,Minas Gerais
2443,Itumbiara,Goiás
2444,Itumirim,Minas Gerais
2445,Itupeva,São Paulo
2446,Itupiranga,Pará
2447,Ituporanga,Santa Catarina
2448,Iturama,Minas Gerais
2449,Itutinga,Minas Gerais
2450,Ituverava,São Paulo
2451,Iuiú,Bahia
2452,Iúna,Espírito Santo
2453,Ivaí,Panamá
2454,Ivaiporã,Panamá
2455,Ivaté,Panamá
2456,Ivatuba,Panamá
2457,Ivinhema,Mato Grosso do Sul
2458,Ivolândia,Goiás
2459,Ivorá,Rio Grande do Sul
2460,Ivoti,Rio Grande do Sul
2461,Jaboatão dos Guararapes,Pernambuco
2462,Jaborá,Santa Catarina
2463,Jaborandi,Bahia
2464,Jaborandi,São Paulo
2465,Jaboti,Panamá
2466,Jaboticaba,Rio Grande do Sul
2467,Jaboticabal,São Paulo
